protein_A_id	protein_B_id	type	context	references
uniprotkb:Q14790	uniprotkb:O00220	physical association	reactome:R-HSA-3465443	24243840
uniprotkb:O15519	uniprotkb:P25445	physical association	reactome:R-HSA-3371381	9880531|11463813|21235526|21737330
uniprotkb:O15519	uniprotkb:Q15628	physical association	reactome:R-HSA-3465352	9880531|11463813|18190721|21235526
uniprotkb:Q6PI26	uniprotkb:O60832	physical association	reactome:R-HSA-9671148	19383767|19734544|29178645
uniprotkb:P09622	ChEBI:57692	physical association	reactome:R-HSA-5694020	24243840
uniprotkb:P09622	ChEBI:57692	physical association	reactome:R-HSA-69979	24243840
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-2902215	24243840
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-2900746	16738328
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-2768988	18296446|15574878|9819428
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-1911557	18296446|15574878|9819428
uniprotkb:O00548	uniprotkb:Q04721	physical association	reactome:R-HSA-1980050	10958687|10934472|18418349
uniprotkb:Q9UM47	uniprotkb:O00548	physical association	reactome:R-HSA-157136	24243840
uniprotkb:Q9NYJ7	uniprotkb:P46531	physical association	reactome:R-HSA-9793905	24243840
uniprotkb:P46531	uniprotkb:Q9NR61	physical association	reactome:R-HSA-2902217	24243840
uniprotkb:P46531	uniprotkb:Q9NR61	physical association	reactome:R-HSA-2900745	16738328
uniprotkb:Q9NR61	uniprotkb:P46531	physical association	reactome:R-HSA-2768992	18824583|19524514|18824585
uniprotkb:P46531	uniprotkb:Q9NR61	physical association	reactome:R-HSA-1911559	18824583|19524514|18824585
uniprotkb:Q9NR61	uniprotkb:Q04721	physical association	reactome:R-HSA-1980053	15569487
uniprotkb:Q9NR61	uniprotkb:Q9UM47	physical association	reactome:R-HSA-2168132	15533827|19208840
uniprotkb:Q9NR61	uniprotkb:Q99466	physical association	reactome:R-HSA-2105041	24243840
uniprotkb:Q9NR61	uniprotkb:P31695	physical association	reactome:R-NUL-2105569	10837024|17948123|12814948
uniprotkb:P56178	reactome:R-HSA-8939903	physical association	reactome:R-HSA-9007721	12000792|16115867|12000792|16115867|12000792|12000792|16115867|16115867
uniprotkb:Q8IWL1	uniprotkb:Q9UGM3	physical association	reactome:R-HSA-5687299	20418254|10485905|11563989|18020944|12185598
ChEBI:57692	uniprotkb:Q9UI17	physical association	reactome:R-HSA-6797657	24243840
uniprotkb:Q13316	uniprotkb:P06756	physical association	reactome:R-HSA-4086146	21642437
uniprotkb:Q9Y5R6	reactome:R-HSA-9692247	physical association	reactome:R-HSA-9692237	24243840
uniprotkb:Q9Y5R6	reactome:R-HSA-9690376	physical association	reactome:R-HSA-9692217	24243840
uniprotkb:Q9Y5R6	reactome:R-HSA-9692226	physical association	reactome:R-HSA-9692298	24243840
uniprotkb:Q12888	uniprotkb:O96028	physical association	reactome:R-HSA-5684065	24243840
uniprotkb:P49959	uniprotkb:Q12888	physical association	reactome:R-HSA-5693591	22373579|21293379|22373579|21293379|22373579|21293379|19176521|19176521|22373579|22373579|21293379|21293379
uniprotkb:Q16695	uniprotkb:Q12888	physical association	reactome:R-HSA-5683417	22373579|21293379|22373579|21293379|22373579|21293379|22373579|21293379|12447390|12447390|12697768|12697768|19176521|19176521|17553757|17553757
uniprotkb:Q96SD1	uniprotkb:P16104	physical association	reactome:R-HSA-5686907	15574327|25512557
uniprotkb:Q5UIP0	uniprotkb:O60934	physical association	reactome:R-HSA-5686692	23333306|23333306|23333306|23333306|23333306|23333306|15468306|15723659|15574327|23727112|23333306|23306437
uniprotkb:Q6UWZ7	uniprotkb:O76064	physical association	reactome:R-HSA-5683388	17525340|17525340|17525340|17525340|17525340|18006705|18001825|18001824|18077395|17525340
uniprotkb:Q92993	uniprotkb:O96017	physical association	reactome:R-HSA-5683737	12364621|19001859|12364621|19001859|12364621|12364621|19001859|19001859
reactome:R-ALL-5686618	uniprotkb:P49959	physical association	reactome:R-HSA-5686620	24243840
uniprotkb:O60934	uniprotkb:Q92993	physical association	reactome:R-HSA-5686614	24243840
uniprotkb:Q92878	uniprotkb:Q99708	physical association	reactome:R-HSA-5687468	16012167|20647759|19357644
uniprotkb:Q92993	uniprotkb:Q92878	physical association	reactome:R-HSA-5682162	22661230|22661229|22635276|10802669|10766245|15064416|12773400
uniprotkb:O60934	reactome:R-ALL-75165	physical association	reactome:R-HSA-3785763	15790808|15790808|15790808|15458641|15790808|15369670
uniprotkb:Q13315	uniprotkb:P49959	physical association	reactome:R-HSA-3785779	15790808|17694070|15790808|17694070|15790808|17694070|16141325|16141325|15790808|15790808|17694070|17694070
uniprotkb:Q92993	reactome:R-ALL-75165	physical association	reactome:R-HSA-5682035	16141325|18438399|19783983|17923702
uniprotkb:Q13315	reactome:R-ALL-75165	physical association	reactome:R-HSA-5682055	25240135|15064416|12556884|17923702|15510216|16858402|14532133|11454856|15790808
uniprotkb:P49959	reactome:R-ALL-75165	physical association	reactome:R-HSA-5682175	24243840
uniprotkb:Q92993	uniprotkb:P16104	physical association	reactome:R-HSA-5693563	11893489|11934988|10959836|12792649|15279782
uniprotkb:Q92993	uniprotkb:P24941	physical association	reactome:R-HSA-5684094	22231403|22231403|25558984|22231403
uniprotkb:P49959	uniprotkb:P62805	physical association	reactome:R-HSA-5682995	24243840
uniprotkb:Q14676	uniprotkb:Q92993	physical association	reactome:R-HSA-5684064	24243840
uniprotkb:O96028	uniprotkb:O60934	physical association	reactome:R-HSA-5684063	21293379
uniprotkb:P49959	uniprotkb:Q8N2W9	physical association	reactome:R-HSA-5684058	24243840
uniprotkb:Q14676	uniprotkb:Q92878	physical association	reactome:R-HSA-5682997	24243840
uniprotkb:O94953	uniprotkb:P49959	physical association	reactome:R-HSA-5682999	22373579
uniprotkb:P62805	uniprotkb:P61088	physical association	reactome:R-HSA-5682861	18006705|18006705|18006705|18006705|18006705|18006705|18001825|22589545|18001824|19203578|22980979|19203579
uniprotkb:O96028	uniprotkb:O60934	physical association	reactome:R-HSA-5682996	21293379
uniprotkb:Q92993	ChEBI:29105	physical association	reactome:R-HSA-5683079	22373579
uniprotkb:Q13315	uniprotkb:P38398	physical association	reactome:R-HSA-5684107	21335604|18171670|25659039|19357644
uniprotkb:P62805	uniprotkb:Q92993	physical association	reactome:R-HSA-5683952	11934988|10959836|9488723|11571274|12792649|19234442
uniprotkb:O00213	uniprotkb:O60934	physical association	reactome:R-HSA-5683988	19234442|19234442
uniprotkb:O60934	uniprotkb:Q16695	physical association	reactome:R-HSA-5682977	24243840
uniprotkb:Q14676	uniprotkb:Q92993	physical association	reactome:R-HSA-5682973	24243840
uniprotkb:O94953	uniprotkb:O96028	physical association	reactome:R-HSA-5682993	22373579|22373579
uniprotkb:Q14676	uniprotkb:O76064	physical association	reactome:R-HSA-5682585	18006705|18006705|18006705|22589545
reactome:R-ALL-75165	uniprotkb:O95714	physical association	reactome:R-HSA-5682590	20016603|20023648
uniprotkb:P16104	ChEBI:29105	physical association	reactome:R-HSA-5682609	20023648|22508508
uniprotkb:P62805	uniprotkb:Q8N2W9	physical association	reactome:R-HSA-5682623	20023648|18006705|22589545
uniprotkb:Q8IYW5	uniprotkb:Q92878	physical association	reactome:R-HSA-5682859	20023648|22589545|19203578|22980979|19203579
uniprotkb:Q13315	uniprotkb:O95714	physical association	reactome:R-HSA-5682599	20023648
uniprotkb:P49959	uniprotkb:O96028	physical association	reactome:R-HSA-5682972	21293379|21293379
uniprotkb:Q92878	uniprotkb:P62805	physical association	reactome:R-HSA-5682180	22908299|19351884|19234442
uniprotkb:Q13315	uniprotkb:Q14676	physical association	reactome:R-HSA-5693594	16377563|12607005|12607003|15201865|16427009
uniprotkb:Q92993	uniprotkb:Q14676	physical association	reactome:R-HSA-5682530	18006705|12607003|22234877
uniprotkb:Q92878	uniprotkb:O96028	physical association	reactome:R-HSA-5682968	21293379|21293379
uniprotkb:O60934	uniprotkb:O96028	physical association	reactome:R-HSA-5682976	21293379|21293379|17525332|21293379
uniprotkb:Q92993	uniprotkb:Q99708	physical association	reactome:R-HSA-5684135	22231403|23468639
uniprotkb:Q92993	uniprotkb:Q99708	physical association	reactome:R-HSA-5684095	22231403|22231403
uniprotkb:Q15054	uniprotkb:P49005	physical association	reactome:R-HSA-68450	17512402|15007108
reactome:R-HSA-5652148	uniprotkb:P15927	physical association	reactome:R-HSA-5653660	24243840
uniprotkb:P09884	uniprotkb:P49643	physical association	reactome:R-HSA-68507	12045093|24962573|12045093|24962573|12045093|24962573|12045093|24962573|12045093|24962573|12045093|24962573|19896182|19896182|17699597|17699597|14766746|14766746|19661920|19661920|8954124|8954124|10329413|10329413
uniprotkb:Q07864	uniprotkb:P49643	physical association	reactome:R-HSA-68510	12045100|10882098|10757793
uniprotkb:Q9NRF9	uniprotkb:P56282	physical association	reactome:R-HSA-68483	10801849|9405441|6693436|6693436
uniprotkb:P56282	reactome:R-ALL-68419	physical association	reactome:R-HSA-68485	12045100
reactome:R-HBV-9013761	uniprotkb:P78527	physical association	reactome:R-HSA-3134811	23251783|23251783|21398614|23251783
uniprotkb:P51530	uniprotkb:P54132	physical association	reactome:R-HSA-5685974	25122754
uniprotkb:P51530	uniprotkb:Q14191	physical association	reactome:R-HSA-5685969	24243840
uniprotkb:P19525	uniprotkb:Q13217	physical association	reactome:R-HSA-9835465	11939789|8576172|9920933|8910500
uniprotkb:Q8NFT8	uniprotkb:P46531	physical association	reactome:R-HSA-1911551	15965470
uniprotkb:P50570	ChEBI:58189	physical association	reactome:R-HSA-8868609	21779028|11231140
ChEBI:37565	uniprotkb:P50570	physical association	reactome:R-HSA-8868235	24243840
reactome:R-ALL-212017	uniprotkb:P26358	physical association	reactome:R-HSA-3211699	16357870|22466170|12435631|23326524|24074865
uniprotkb:O75530	uniprotkb:Q9Y6K1	physical association	reactome:R-HSA-212288	16357870
uniprotkb:P26358	uniprotkb:P40763	physical association	reactome:R-HSA-9850883	21715655
uniprotkb:Q96T88	uniprotkb:P68431	physical association	reactome:R-HSA-5334113	22064703|22348533|17673620
uniprotkb:P26358	uniprotkb:P62805	physical association	reactome:R-HSA-5334142	21163962|24368767|10551868|17673620|18302924
reactome:R-ALL-212017	uniprotkb:Q96T88	physical association	reactome:R-HSA-212159	17994007|17673620
reactome:R-ALL-5334131	uniprotkb:Q96T88	physical association	reactome:R-HSA-5334177	24243840
uniprotkb:Q9UJW3	uniprotkb:Q9Y6K1	physical association	reactome:R-HSA-5334143	15861382|16829525|21979949
uniprotkb:Q71DI3	uniprotkb:Q9UJW3	physical association	reactome:R-HSA-5334159	15861382|19834512|16829525|21979949|17687327
uniprotkb:P68431	uniprotkb:Q9UJW3	physical association	reactome:R-HSA-5334119	20630873|15861382|21706000|20838592|20841325|16829525
uniprotkb:Q9UBC3	uniprotkb:Q9UJW3	physical association	reactome:R-HSA-5334136	15861382|17687327
reactome:R-ALL-29428	uniprotkb:Q9UJW3	physical association	reactome:R-HSA-5334124	15861382|20838592|15105426|21378119|17687327
uniprotkb:P62805	uniprotkb:Q9UBC3	physical association	reactome:R-HSA-5334110	15861382|20838592|12481029|21378119
uniprotkb:Q9BZ29	uniprotkb:P60953	physical association	reactome:R-HSA-1012969	15247287|17196961|17027967|12134158|15710388
uniprotkb:Q96JJ3	uniprotkb:Q14185	physical association	reactome:R-HSA-5218785	24243840
uniprotkb:Q92608	uniprotkb:Q92556	physical association	reactome:R-HSA-200937	14737186
uniprotkb:Q9BU89	ChEBI:29033	physical association	reactome:R-HSA-204627	16533814
uniprotkb:Q14188	uniprotkb:P08047	physical association	reactome:R-HSA-3209097	11883935|11883935
ChEBI:29105	uniprotkb:P16444	physical association	reactome:R-HSA-2142831	24243840
ChEBI:29105	uniprotkb:Q9H4A9	physical association	reactome:R-HSA-266059	24243840
ChEBI:29105	uniprotkb:Q9H4B8	physical association	reactome:R-HSA-5490228	24243840
uniprotkb:Q9BQC3	uniprotkb:Q96FX2	physical association	reactome:R-HSA-5358365	23645155|18627462|15485916
uniprotkb:O60762	uniprotkb:O94777	physical association	reactome:R-HSA-9631831	24243840
uniprotkb:O60762	uniprotkb:O94777	physical association	reactome:R-HSA-9631812	24243840
uniprotkb:O60762	uniprotkb:O94777	physical association	reactome:R-HSA-9631746	24243840
uniprotkb:O60762	uniprotkb:Q9P2X0	physical association	reactome:R-HSA-162692	24243840
uniprotkb:P04637	uniprotkb:Q7L190	physical association	reactome:R-HSA-9816394	34267371
uniprotkb:Q12882	ChEBI:58210	physical association	reactome:R-HSA-73529	24243840
ChEBI:29105	uniprotkb:Q14117	physical association	reactome:R-HSA-73468	24243840
uniprotkb:P21728	ChEBI:59905	physical association	reactome:R-HSA-390847	1826762|2144334
ChEBI:59905	uniprotkb:P14416	physical association	reactome:R-HSA-9656240	2532362
ChEBI:59905	uniprotkb:P35462	physical association	reactome:R-HSA-390849	2129115|1840645
reactome:R-HSA-4088168	uniprotkb:Q14188	physical association	reactome:R-HSA-8964470	17531812|17531812
uniprotkb:Q15329	reactome:R-HSA-8961618	physical association	reactome:R-HSA-8964499	17531812|17531812
reactome:R-HSA-6798348	uniprotkb:Q15329	physical association	reactome:R-HSA-8964483	17531812|17531812
uniprotkb:Q16254	reactome:R-HSA-8961653	physical association	reactome:R-HSA-8964464	17531812|17531812
reactome:R-HSA-8964489	uniprotkb:Q14188	physical association	reactome:R-HSA-8964487	17531812|17531812
reactome:R-HSA-8962659	uniprotkb:Q14186	physical association	reactome:R-HSA-8964478	17531812|17531812
uniprotkb:Q9Y295	uniprotkb:Q8WU90	physical association	reactome:R-HSA-9629566	24243840
uniprotkb:P55039	uniprotkb:Q9H446	physical association	reactome:R-HSA-9629604	24243840
uniprotkb:O60469	uniprotkb:Q8TD84	physical association	reactome:R-HSA-376016	18216855|18216854|10925149|11453658
uniprotkb:O60469	uniprotkb:P43146	physical association	reactome:R-HSA-451355	24243840
uniprotkb:O60469	uniprotkb:O95631	physical association	reactome:R-HSA-376019	24243840
uniprotkb:O00267	uniprotkb:P63272	physical association	reactome:R-HSA-112420	9450929|9450929|9450929|11859374|15489290|9450929
uniprotkb:Q9Y5B0	uniprotkb:Q8WX92	physical association	reactome:R-HSA-167078	10199401
uniprotkb:O00267	uniprotkb:P18615	physical association	reactome:R-HSA-113408	24243840
uniprotkb:Q9Y5B0	uniprotkb:Q8WX92	physical association	reactome:R-HSA-170726	2825027
uniprotkb:P06756	uniprotkb:Q9NZW4	physical association	reactome:R-HSA-4086137	22134916
uniprotkb:P00588	uniprotkb:Q99075	physical association	reactome:R-HSA-5334770	22069710|22069710|22069710|2862151
uniprotkb:Q99075	uniprotkb:P00588	physical association	reactome:R-HSA-5334780	22069710|22069710
uniprotkb:P00588	uniprotkb:Q99075	physical association	reactome:R-HSA-5334772	8194524|8367482|8194524|8367482|8194524|8367482|8194524|8367482|8194524|8367482|8194524|8367482|5545092|5545092|8194524|8194524|8367482|8367482|7462325|7462325|221484|221484|5022429|5022429
uniprotkb:Q86Y01	uniprotkb:Q96J02	physical association	reactome:R-HSA-1604453	17028573
uniprotkb:P19525	uniprotkb:Q9NX74	physical association	reactome:R-HSA-9835379	18096616
uniprotkb:P07814	uniprotkb:Q9NX74	physical association	reactome:R-HSA-6782346	15994936
uniprotkb:Q9UBX2	reactome:R-HSA-9817245	physical association	reactome:R-HSA-9817243	28459456|28459457
reactome:R-HSA-9817294	uniprotkb:Q9UBX2	physical association	reactome:R-HSA-9817285	28459457|28459457|28459457|28459457|35402882|28459456|28459457|24278031
reactome:R-HSA-9817298	uniprotkb:Q9UBX2	physical association	reactome:R-HSA-9817261	28459457|28459457|28459457|31630170|28459457|24278031
uniprotkb:Q9UBX2	reactome:R-HSA-9817436	physical association	reactome:R-HSA-9817439	28459457|28459457
reactome:R-HSA-9817288	uniprotkb:Q9UBX2	physical association	reactome:R-HSA-9817257	35402882|28459457
uniprotkb:Q9UBX2	reactome:R-HSA-9827261	physical association	reactome:R-HSA-9827257	24278031
uniprotkb:O14640	uniprotkb:Q76N89	physical association	reactome:R-HSA-4641154	14684739
uniprotkb:Q9NYF0	uniprotkb:O14641	physical association	reactome:R-HSA-4641149	16446366|11970895
uniprotkb:O14641	uniprotkb:Q9P219	physical association	reactome:R-HSA-5368505	14750955|14750955|14750955|14750955|21031079|22643886
uniprotkb:O14641	uniprotkb:P62877	physical association	reactome:R-HSA-1504210	16547521|16547521
uniprotkb:Q92997	uniprotkb:Q9H2H0	physical association	reactome:R-HSA-5368508	11113207|11113207|10944533|15108311
uniprotkb:O14641	uniprotkb:Q6VGS5	physical association	reactome:R-NUL-5368509	14750955|14750955|14750955|21031079
uniprotkb:Q92997	uniprotkb:Q9EQC9	physical association	reactome:R-NUL-5368512	11113207|10944533
uniprotkb:Q9UER7	uniprotkb:P29590	physical association	reactome:R-HSA-9653635	19682613
uniprotkb:Q99708	uniprotkb:Q99728	physical association	reactome:R-HSA-9702090	24243840
uniprotkb:P38398	uniprotkb:Q99728	physical association	reactome:R-HSA-9702092	16651405
uniprotkb:P59666	uniprotkb:P01730	physical association	reactome:R-HSA-1471352	15210812
uniprotkb:P59665	ChEBI:27692	physical association	reactome:R-HSA-1471328	20214904|20385753
uniprotkb:P69905	uniprotkb:P68871	physical association	reactome:R-HSA-2230967	24243840
uniprotkb:P69905	ChEBI:60344	physical association	reactome:R-HSA-2168870	24243840
uniprotkb:P37173	uniprotkb:P01137	physical association	reactome:R-HSA-170865	8242743|7693660|19720988|1333888
uniprotkb:P00533	uniprotkb:P07900	physical association	reactome:R-HSA-1220574	24243840
uniprotkb:P00533	uniprotkb:P01133	physical association	reactome:R-HSA-1220571	24243840
uniprotkb:P00533	uniprotkb:P01133	physical association	reactome:R-HSA-1220652	24243840
uniprotkb:P00533	uniprotkb:P07900	physical association	reactome:R-HSA-1220575	24243840
uniprotkb:P00533	uniprotkb:P07900	physical association	reactome:R-HSA-1181059	24243840
uniprotkb:P00533	uniprotkb:Q16543	physical association	reactome:R-HSA-1220654	24243840
uniprotkb:P17302	ChEBI:58189	physical association	reactome:R-HSA-194780	24243840
uniprotkb:O43572	uniprotkb:P31323	physical association	reactome:R-HSA-992693	9326583|9065479
uniprotkb:Q9BTE1	uniprotkb:Q14203	physical association	reactome:R-HSA-2029120	15738427|15473859
